codigo_alt,entidad,tipo_entidad,departamento,anio,clasificacion_ofpuj,clas_gen,total_recaudo
47001,Santa Marta,Municipio,Magdalena,2024,Estampillas,Ingresos propios,2767783495
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,140646846
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,4167234415
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,0
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,212729450
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,117884042
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,1190747
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,3341274039
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,0
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,106838301
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,1000
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,0
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,474607422
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,4794014
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,97493000
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,6222849910
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,4659979829
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,62857069
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,0
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,34100000
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,406298336323
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,7076469633
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,8173228910
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,178162497922
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,6576182257
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,2443240012
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,1832430008
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,21084135320
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,2126644794
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,3394971459
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,1060900000
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,4527673435
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,2786171457
47001,Santa Marta,Municipio,Magdalena,2024,Sistema general de participaciones,Transferencias,15055065403
47001,Santa Marta,Municipio,Magdalena,2024,Otras transferencias,Transferencias,255131982
47001,Santa Marta,Municipio,Magdalena,2024,Otras transferencias,Transferencias,20856349600
47001,Santa Marta,Municipio,Magdalena,2024,Otras transferencias,Transferencias,0
47001,Santa Marta,Municipio,Magdalena,2024,Otras transferencias,Transferencias,609600782
47001,Santa Marta,Municipio,Magdalena,2024,Otras transferencias,Transferencias,15551947531
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del sistema de seguridad social integral,Transferencias,322746754503
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,1962110911
47001,Santa Marta,Municipio,Magdalena,2024,"Tasas, multas y contribuciones",Ingresos propios,6326337250
47001,Santa Marta,Municipio,Magdalena,2024,Dividendos y utilidades por otras inversiones de capital,Recursos de capital,4652074340
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,30222458
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,129212063
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,21627775
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,19910790
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,105630888
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,70506333
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,18520668
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,3607064057
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,0
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,181254607
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,176109425
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,64742181
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,5346779
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,6874431
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,449305023
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,1205969057
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,167061
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,1542114
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,75889077
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,45737
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,63761097
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,222244092
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,1872124
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,13342855
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,268361
47001,Santa Marta,Municipio,Magdalena,2024,Recursos de crédito,Recursos de capital,26880806207
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,2027055693
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,128650150
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,3756042427
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,998157936
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,1427931356
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,6155906
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,296972703
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,585344392
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,400730987
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,675839610
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,140164040
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,5026770680
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,109568369
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,766482
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,2633683538
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,777404530
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,4178099548
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,18317809
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,2600876745
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,228136389
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,20388930712
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,2398004201
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,230490407
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,5467198544
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,526946700
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,14691269710
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,160459451
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,8674545
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,608597446
47001,Santa Marta,Municipio,Magdalena,2024,Recursos del balance,Recursos de capital,7361973154
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,3673004533
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,913070308
47001,Santa Marta,Municipio,Magdalena,2024,Otros recursos de capital,Recursos de capital,1403231614
76520,Palmira,Municipio,Valle del Cauca,2024,Sobretasa ambiental,Ingresos propios,7981342147
76520,Palmira,Municipio,Valle del Cauca,2024,Sobretasa ambiental,Ingresos propios,8314099975
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,40528592591
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,434558269
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,72300000
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,625000000
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,1795376040
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,47829044910
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto predial unificado,Ingresos propios,483121666
76520,Palmira,Municipio,Valle del Cauca,2024,Sobretasa a la gasolina,Ingresos propios,20098699830
76520,Palmira,Municipio,Valle del Cauca,2024,Sobretasa a la gasolina,Ingresos propios,203017170
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de industria y comercio,Ingresos propios,37167028240
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de industria y comercio,Ingresos propios,375424527
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de industria y comercio,Ingresos propios,20837405345
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de industria y comercio,Ingresos propios,210478842
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de industria y comercio,Ingresos propios,69157407859
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de industria y comercio,Ingresos propios,698559675
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto complementario de avisos y tableros,Ingresos propios,3811121348
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto complementario de avisos y tableros,Ingresos propios,38496175
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,262117452
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,2647651
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,431936206
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,4362992
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de delineacion,Ingresos propios,1125125490
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de delineacion,Ingresos propios,11364904
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de alumbrado publico,Ingresos propios,35546104621
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de alumbrado publico,Ingresos propios,103209642
76520,Palmira,Municipio,Valle del Cauca,2024,Sobretasa bomberil,Ingresos propios,5876855253
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,5724527404
76520,Palmira,Municipio,Valle del Cauca,2024,Impuesto de transporte por oleoductos y gasoductos,Ingresos propios,446540694
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,463301447
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,4679813
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,162242192
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,27065987
76520,Palmira,Municipio,Valle del Cauca,2024,Otros ingresos tributarios,Ingresos propios,0
76520,Palmira,Municipio,Valle del Cauca,2024,Tasa prodeporte y recreacion,Ingresos propios,4677181014
76520,Palmira,Municipio,Valle del Cauca,2024,Estampillas,Ingresos propios,5298009091
76520,Palmira,Municipio,Valle del Cauca,2024,Estampillas,Ingresos propios,2813689247
76520,Palmira,Municipio,Valle del Cauca,2024,Estampillas,Ingresos propios,2884719792
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,1619108543
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,273091612
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,3663321439
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,31314289
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,341840885
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,47901892
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,483857
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,61465833
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,28343560018
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,3614329033
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,36508374
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,27839143
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,2660539471
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,0
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,1984855933
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,20049050
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,1413000
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,471000
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,0
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,369659574
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,0
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,8528989853
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,86151413
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,1257237083
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,508907972
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,429961301
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,18536089
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,187233
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,9825377892
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,190435904745
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,2666734528
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,3571030563
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,76032929500
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,4473512204
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,1545369464
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,1159027098
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,14681009907
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,748357433
76520,Palmira,Municipio,Valle del Cauca,2024,Sistema general de participaciones,Transferencias,11018550311
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,5001347743
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,50518664
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,17313070
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,3242940000
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,119527023
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,137136599
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,16000000
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,117000000
76520,Palmira,Municipio,Valle del Cauca,2024,Otras transferencias,Transferencias,256490123
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del sistema de seguridad social integral,Transferencias,107190053215
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del sistema de seguridad social integral,Transferencias,1051287008
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del sistema de seguridad social integral,Transferencias,990115038
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del sistema de seguridad social integral,Transferencias,2076064504
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,955700014
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,51586257178
76520,Palmira,Municipio,Valle del Cauca,2024,"Tasas, multas y contribuciones",Ingresos propios,3183806948
76520,Palmira,Municipio,Valle del Cauca,2024,Dividendos y utilidades por otras inversiones de capital,Recursos de capital,1336819128
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,12626
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,9268339365
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,5378881
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,115459297
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,86913310
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,0
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,22339096
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,344546625
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,240590964
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,1962401
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,180657402
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,56746493
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,1185952
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,5797675
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,0
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,0
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,0
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,0
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,4084758003
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,761971750
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,2598519953
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,1786542209
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,228446845
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,549339886
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,1489296095
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,6461355438
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,458480882
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,1694425995
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,306031978
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,3170543888
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,115158083
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,7150480249
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,36624712
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,665849203
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,59362053
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,98129757
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,687979926
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,174745627
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,8040000
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,115076517
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,8915081
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,503302
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,981546225
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,17877006
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,1233085
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,40892566688
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,2308935072
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,108263013
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,472000000
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,10076293
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,129075359
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,788947466
76520,Palmira,Municipio,Valle del Cauca,2024,Recursos del balance,Recursos de capital,14096055426
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,2961620006
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,730198507
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,4517032
76520,Palmira,Municipio,Valle del Cauca,2024,Otros recursos de capital,Recursos de capital,248963265
